,구장명,주소,시,구,냉난방,5vs5,7vs7,6vs6,팀조끼,4vs4,트레이닝 존,공대여,3vs3,8vs8,냉방,풋살화,11vs11,9vs9,샤워실,주차
592,노원 염광운동장 풋살3구장,서울시 노원구 월계로45가길 9,서울시,노원구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
593,노원 염광운동장 풋살5구장,서울시 노원구 월계로45가길 9,서울시,노원구,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
594,강서염창 로꼬풋살스타디움 야외 3구장,서울시 강서구 염창동 64-1,서울시,강서구,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,노원 아시아퍼시픽 풋살장 B구장,서울시 노원구 월계동 820,서울시,노원구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
596,강동 리더풋볼 트레이닝존,서울시 강동구 천중로214 홈마트건물 3층,서울시,강동구,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
597,골든아이 스포츠클럽 옥상풋살장,인천시 서구 원당동 824-1 2층,인천시,서구,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
598,HM 풋살파크 일산점 B면,경기도 고양시 일산동구 장항동 755 홈플러스 옥상,경기도,고양시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
599,훼밀리 스포츠클럽 풋살파크,경기도 성남시 분당구 구미동 203-2 옥상,경기도,성남시,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
600,부천 FC드림 실내풋살장,경기도 부천시 원미구 상동 546-4 금호프라자 601호,경기도,부천시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
601,키즈앤짐 풋살장(실내),경기도 하남시 신장동 259-5,경기도,하남시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
602,송종국 FC 풋살장 김포점 A면(실내),경기도 김포시 풍무동 788 골든프라자 8층,경기도,김포시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
603,송종국 FC 풋살장 김포점 B면(실외),경기도 김포시 풍무동 788 골든프라자 8층,경기도,김포시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
604,베스트 스포츠클럽 풋살장(야외) 부천점,경기도 부천시 소사구 범박동 44-16 보람월드프라자5층,경기도,부천시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
605,수동시온캠핑 풋살장(야외),경기도 남양주시 수동면 지둔리 230-1,경기도,남양주시,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
606,동탄아이 유소년 풋살장 레드구장,경기도 화성시 목동 245-3 6층,경기도,화성시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
607,JNKFC 실내 풋살장,경기도 시흥시 은계번영길 19 은계디스퀘어큐브 7층,경기도,시흥시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
608,그라운드동탄 풋살장,경기도 화성시 장지남길 36,경기도,화성시,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
609,호매실 풋살파크,경기도 수원시 권선구 칠보로 159번길26 옥상층,경기도,수원시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
610,준타스 풋살아레나 남양주1구장(현대아울렛 스페이스1),경기도 남양주시 다산동 6141 현대프리미엄아울렛 A동 4층,경기도,남양주시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
611,준타스 풋살아레나 남양주2구장(현대아울렛 스페이스1),경기도 남양주시 다산동 6141 현대프리미엄아울렛 A동 4층,경기도,남양주시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
612,수지 위너스 풋볼아카데미 야외풋살장,경기도 용인시 수지구 상현동 345-5,경기도,용인시,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
613,수지 위너스 풋볼아카데미 1층풋살장,경기도 용인시 수지구 상현동 345-5,경기도,용인시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
614,수지 위너스 풋볼아카데미 2층풋살장,경기도 용인시 수지구 상현동 345-5,경기도,용인시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
615,운정 싸커스토리 야외풋살장,경기도 파주시 야당동 466-24,경기도,파주시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
616,군포 팀원풋살파크,경기도 군포시 도마교동 493-3 5층,경기도,군포시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
617,시흥 ad축구센터 실내풋살장,경기도 안산시 단원구 바라지길 43,경기도,안산시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
618,화성 월클풋살장,경기도 화성시 봉담읍 분천리 215-4,경기도,화성시,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
619,운정 싸커스토리 루프탑풋살장,경기도 파주시 야당동 466-24,경기도,파주시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
620,화성 케이풋살파크 협성대점 그레이 B구장,경기도 화성시 봉담읍 상리 14 협성대학교 내 웨슬리관 옆,경기도,화성시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
621,용인 캡틴FC 실내풋살장 옐로우구장,경기도 용인시 기흥구 서천동 274-3,경기도,용인시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
622,송종국FC 풋살장 봉담점 실내,경기도 화성시 봉담읍 상리 690-3 토마토메디컬 10층,경기도,화성시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
623,장현 P4U 실내풋살장,경기도 시흥시 능곡번영길25 아리테브릿지 8층,경기도,시흥시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
624,운정 킥스 실내풋살장,경기도 파주시 동패동 1761-5 봄1빌딩 2층,경기도,파주시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
625,과천 강남스타 실내풋살장,경기도 과천시 과천동 291-1,경기도,과천시,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
626,안양 CS 풋살장 2구장,경기도 안양시 만안구 예술공원로52번길 2,경기도,안양시,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
627,의정부 도봉산 호원풋살장 C구장,경기도 의정부시 호원동 168-11,경기도,의정부시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
628,용인 솔라FC 야외풋살장,경기도 용인시 수지구 신봉1로 347번길 12 A동 옥상층,경기도,용인시,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
629,고양 지축축구클럽 실내풋살장,경기도 고양시 덕양구 삼송로 303 2층,경기도,고양시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
630,안양 ANT 실내풋살장,경기도 안양시 동안구 경수대로 902 2층,경기도,안양시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
631,판교 W풋볼클럽 실내풋살장,경기도 성남시 분당구 운중로121 KPGA빌딩 3층,경기도,성남시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
632,로꼬풋살스타디움 시흥대야역점 야외구장,경기도 시흥시 소래산길 28,경기도,시흥시,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
633,수원 솔사커 트레이닝존,경기도 수원시 장안구 파장동599 4층,경기도,수원시,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
634,남양주 별내 R 야외풋살장,경기도 남양주시 별내동 865-2 옥상층,경기도,남양주시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
635,남양주 UMK 실내풋살장,경기도 남양주시 별내동 1101 2층,경기도,남양주시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
636,경산 백천풋살파크 3구장,경상북도 경산시 백천길 13-14,경상북도,경산시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
637,경산 퍼스트스타디움 야외풋살장 C구장,경상북도 경산시 정평동 80-2,경상북도,경산시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
638,경산 퍼스트스타디움 야외풋살장 D구장,경상북도 경산시 정평동 80-2,경상북도,경산시,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1
639,경산 퍼스트스타디움 8vs8구장,경상북도 경산시 정평동 80-2,경상북도,경산시,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
640,전주혁신 메리트풋볼 실내풋살장,전라북도 완주군 이서면 오공로 11-23 304호,전라북도,완주군,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
641,부평 CHM 풋살아레나 블랙구장,인천시 부평구 청천동 423-15 옥상,인천시,부평구,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
642,고양 PMP스타디움 축구장,경기도 고양시 덕양구 서삼릉길 281 농협대학교,경기도,고양시,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
643,아곤 풋살장 계양점 B구장,인천시 계양구 계산동 926-27 나드리프라자 옥상,인천시,계양구,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
