,구장명,주소,시,구,냉난방,5vs5,7vs7,6vs6,팀조끼,4vs4,트레이닝 존,공대여,3vs3,8vs8,냉방,풋살화,11vs11,9vs9,샤워실,주차
253,김병지 풋살파크 구리아울렛점,경기도 구리시 인창동 419-7,경기도,구리시,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
254,GS경수클럽 당수점 실내구장,경기도 수원시 권선구 당수동 232-2,경기도,수원시,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
255,BF 실내풋살장,경기도 용인시 수지구 신봉동 신봉프라자 지하 1층,경기도,용인시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
256,JD 풋볼아카데미 풋살장(실내) B면,서울시 송파구 가락동 164-24 지하1층,서울시,송파구,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
257,한국축구센터 야외풋살장,경기도 양주시 장흥면 삼하리 389-3,경기도,양주시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
258,아이비리그 풋살장(실내),경기도 고양시 일산동구 식사동 716-9,경기도,고양시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
259,고양 백야 야외풋살장,경기도 고양시 일산동구 풍동 1275 옥상,경기도,고양시,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
260,고양 백야 실내풋살장,경기도 고양시 일산동구 풍동 1275 7층,경기도,고양시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
261,오토허브 풋살장 A면,경기도 용인시 기흥구 영덕동 21,경기도,용인시,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
262,오토허브 풋살장 B면,경기도 용인시 기흥구 영덕동 21,경기도,용인시,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
263,염기훈 주니어 풋살장 야외A면,경기도 오산시 외삼미동 300,경기도,오산시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
264,클럽hj 풋살장 A면(야외),경기도 화성시 남양읍 북양리 347,경기도,화성시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
265,클럽hj 풋살장 B면(실내),경기도 화성시 남양읍 북양리 347,경기도,화성시,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
266,제이원 스포츠클럽 풋살장(실내) A면,경기도 안산시 상록구 월피동 436-13 3층,경기도,안산시,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
267,제이원 스포츠클럽 풋살장(실내) B면,경기도 안산시 상록구 월피동 436-13 3층,경기도,안산시,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
268,제이원 풋살장 장지점 A면(실내),경기도 광주시 장지동 184,경기도,광주시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
269,퍼스트 풋볼 아카데미 풋살장(실내),경기도 광명시 철산동 415,경기도,광명시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
270,수원삼성 블루윙즈 영통점 풋살장(야외),경기도 화성시 진안동 136,경기도,화성시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
271,수원 베스트FC 풋살장(실내),경기도 화성시 반정동 328-1,경기도,화성시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
272,mom 축구클럽 풋살장,경기도 수원시 영통구 망포동 234-49,경기도,수원시,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
273,김병지 축구클럽 풋살장 별내점(실내),경기도 남양주시 별내동 1006-2 진영 N 타워 9층 김병지축구클럽,경기도,남양주시,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
274,안양 아레나 실내풋살장,경기도 안양시 동안구 평촌동 93-1 인덕원대림아파트 상가동 지하 1층 (안양시 동안구 흥안대로 440),경기도,안양시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
275,다이나믹 풋살클럽 2층(실내),경기도 광주시 태전동 428-15 (고불로186번길 16-23) 2층,경기도,광주시,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
276,다이나믹 풋살클럽 1층(실내),경기도 광주시 태전동 428-15 (고불로186번길 16-23) 1층,경기도,광주시,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
277,포올 FC 풋살장(실내) 지음프라자점,경기도 부천시 옥길동 745-7 지음프라자 8층,경기도,부천시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
278,토평980 풋살파크 A면(야외),경기도 구리시 토평동 980 6층,경기도,구리시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
279,용이FC 풋살장(실내),경기도 평택시 용이동 599-2 유진빌딩 2층,경기도,평택시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
280,송탄블루윙즈 야외 풋살장,경기도 평택시 모곡동 442-7,경기도,평택시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
281,스토피아 그린호크 아레나(야외),경기도 성남시 수정구 동판교로308,경기도,성남시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
282,힐링 풋살장,경기도 구리시 인창동 127 농수산물시장 청과B동 4층(옥탑),경기도,구리시,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
283,하남유소년축구클럽 풋살장 (실내),경기도 하남시 풍산동 507-3 메인프라자 5층,경기도,하남시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
284,하랑스포츠아카데미 풋살장(실내),경기도 남양주시 평내동 579-2 강남프라자 10층,경기도,남양주시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
285,한국축구센터 실내풋살장,경기도 양주시 장흥면 삼하리 389-3,경기도,양주시,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
286,수원삼성 별내블루윙즈 풋살장 A면(실내),경기도 남양주시 별내동 653-7,경기도,남양주시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
287,HN유나이티드 풋살장 야외구장,경기도 화성시 향남읍 구문천리 348-3,경기도,화성시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
288,풋볼아이 풋살장(실내),경기도 시흥시 대야동 536 3층,경기도,시흥시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
289,일산 로꼬 풋살스타디움 고양터미널점 블랙구장,경기도 고양시 일산동구 백석동 1242 5층 야외옥상,경기도,고양시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
290,경기 연세FC 풋살장(실내),경기도 광명시 노온사동 330,경기도,광명시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1
291,고양 프레이즈 화정점 실내풋살장,경기도 고양시 덕양구 화정동 1000-3 네이버타운 9층,경기도,고양시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
292,동탄아이 유소년 풋살장 블루구장,경기도 화성시 목동 245-3 6층,경기도,화성시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
293,메이저 풋볼스킬 1호점 실내구장,경기도 용인시 수지구 죽전로 232 2층,경기도,용인시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
294,OK풋살클럽(용인점),경기도 용인시 기흥구 지곡동 348-6,경기도,용인시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
295,남양주 파워유소년 풋살장 (야외),경기도 남양주시 진접읍 금강로 1521번길 56,경기도,남양주시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
296,남양주JK 풋살장 (오남점),경기도 남양주시 오남읍 오남리 694  2층,경기도,남양주시,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
297,판교축구클럽 야외풋살장,경기도 성남시 분당구 두밀로 12,경기도,성남시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
298,위례 킥킥 (Kick Kick) 실내풋살장,경기도 성남시 수정구 위례광장로300 5층,경기도,성남시,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
299,JJ 풋볼클럽 풋살장(역북점),경기도 용인시 처인구 역북동 750-1 3층,경기도,용인시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
300,광명 쌈바 풋살장,경기도 광명시 오리로 537-9,경기도,광명시,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301,화성블루윙즈(수원대점) 야외 풋살장 A면,경기도 화성시 융건로 66,경기도,화성시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
302,화성블루윙즈(수원대점) 실내 풋살장 B면,경기도 화성시 융건로 66 2층,경기도,화성시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
303,부천주니어FC 실내 풋살장,경기도 부천시 도당동 175-1 3층,경기도,부천시,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
304,용인 풋볼마스터아카데미 실내 풋살장,경기도 용인시 기흥구 고매로 42-24,경기도,용인시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
305,파주주니어 풋살장 야외1구장,경기도 파주시 문산읍 임진리 102,경기도,파주시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
306,파주주니어 풋살장 야외2구장,경기도 파주시 문산읍 임진리 102,경기도,파주시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
307,오산KT 풋살장 A면,경기도 오산시 부산동 471,경기도,오산시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
308,오산KT 풋살장 B면,경기도 오산시 부산동 471,경기도,오산시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
309,수원시티FC 풋살장(호매실점) 실내,경기도 화성시 매송면 천천리 35-46,경기도,화성시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
310,성남챌린져 풋볼클럽(실내),경기도 성남시 중원구 여수동 403 3층,경기도,성남시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
311,경기광주 블루윙즈 야외풋살장,경기도 광주시 오포읍 마루들길35번길 30,경기도,광주시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
312,양주 클로버 스포츠클럽 풋살장,경기도 양주시 부흥로 2038-47,경기도,양주시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
313,화성 테크니카 실내 풋살장,경기도 화성시 경기동로 437,경기도,화성시,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
314,디라이프 풋볼파크(구 제이엠 다산신도시점)(실내),경기도 구리시 사노동 296-4,경기도,구리시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
315,상동FC 실내 풋살장,경기도 부천시 도약로 25 3층,경기도,부천시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
316,일산H 풋살클럽 야외A+B면,경기도 고양시 일산서구 덕산로 257-4,경기도,고양시,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
317,일산H 풋살클럽 실내면,경기도 고양시 일산서구 덕산로 257-4,경기도,고양시,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1
318,세븐축구 실내클럽(경기광주점),경기도 광주시 오포읍 오포로171번길 17-19,경기도,광주시,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
319,용인 라온utd 실내풋살장,경기도 용인시 수지구 신봉동 23-1 4층,경기도,용인시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
320,수원 EK풋살파크(실내),경기도 수원시 영통구 매영로248번길 22 3층,경기도,수원시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
321,부천 마스터FC 실내풋살장,경기도 부천시 경인로 117번길 10 삼성프라자 2층,경기도,부천시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
322,동탄이든 야외풋살장,경기도 화성시 동탄기흥로 247번길 8 4층,경기도,화성시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
323,화성E1 풋볼클럽,경기도 화성시 봉담읍 동산재길 3-10,경기도,화성시,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
324,부천 겟잇 스포츠 실내풋살장(웅진플레이점),경기도 부천시 조마루로2 2층(웅진플레이도시),경기도,부천시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
325,부천 겟잇 스포츠 야외풋살장(웅진플레이점),경기도 부천시 조마루로2 2층(웅진플레이도시),경기도,부천시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
326,준타스 풋살아레나 남양주3구장(현대아울렛 H7파크),경기도 남양주시 다산동 6141 현대프리미엄아울렛 A동 4층,경기도,남양주시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
327,남양주 한사랑 실내풋살장,경기도 남양주시 강변북로651번길 8-7 (수석동),경기도,남양주시,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
328,C-PAK(씨팍) 풋살장,경기도 고양시 덕양구 성사동 556-6,경기도,고양시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1
329,용인 이우성 풋살파크,경기도 용인시 처인구 모현읍 오산로45-23,경기도,용인시,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
330,김포 싸커코어 풋살장 1구장,경기도 김포시 금포로 1117-20 3층,경기도,김포시,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
331,TBS 도봉산 풋살장(양주CITY FC) 1구장,경기도 양주시 광사동 529번지,경기도,양주시,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
332,TBS 도봉산 풋살장(양주CITY FC) 3구장,경기도 양주시 광사동 529번지,경기도,양주시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
333,TBS 도봉산 풋살장(양주CITY FC) 4구장,경기도 양주시 광사동 529번지,경기도,양주시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
334,TBS 도봉산 풋살장(양주CITY FC) 5구장,경기도 양주시 광사동 529번지,경기도,양주시,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
335,용인 유림풋살장 1구장,경기도 용인시 한터로58번길 29,경기도,용인시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
336,용인 유림풋살장 2구장,경기도 용인시 한터로58번길 29,경기도,용인시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
337,메이저 풋볼스킬 2호점 야외구장,경기도 용인시 처인구 모현읍 능원리 311,경기도,용인시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
338,하남CITY FC 풋살장,경기도 하남시 미사강변동로127 경서타워 7층,경기도,하남시,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
339,안양 아레나 야외풋살장 2구장,경기도 의왕시 학의동 340-104,경기도,의왕시,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
340,봉담 GF 야외풋살장,경기도 화성시 봉담읍 동화리 287-1,경기도,화성시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
341,지곡 블루버드 실내풋살장,경기도 용인시 기흥구 지곡동 600-1,경기도,용인시,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
342,동탄 이두철 축구클럽 야외구장,경기도 오산시 외삼미로 46,경기도,오산시,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
343,동탄 이두철 축구클럽 실내 그린구장,경기도 오산시 외삼미로 46,경기도,오산시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
344,동탄 이두철 축구클럽 실내 오렌지구장,경기도 오산시 외삼미로 46,경기도,오산시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
345,판교 다산 야외풋살장,경기도 성남시 분당구 삼평동 676 옥상층,경기도,성남시,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,수지 WON 실내풋살장 1구장,경기도 용인시 수지구 동천동 411 준프라자 3층,경기도,용인시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
347,수지 WON 실내풋살장 2구장,경기도 용인시 수지구 동천동 411 준프라자 3층,경기도,용인시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
348,고촌 태리 야외풋살장,경기도 김포시 고촌읍 태리 955-3,경기도,김포시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
349,공존풋살파크 양주점 B면,경기도 양주시 고읍동 176-10,경기도,양주시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
350,공존풋살파크 양주점 C면,경기도 양주시 고읍동 176-10,경기도,양주시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
351,시흥 플랑드르 풋살파크 B면,경기도 시흥시 능곡동 235-1 시흥플랑드르 5층,경기도,시흥시,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
352,평택 핏그라운드 풋살장 야외B구장,경기도 평택시 독곡동 25,경기도,평택시,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
353,평택 핏그라운드 풋살장 실내구장,경기도 평택시 독곡동 25,경기도,평택시,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
354,남양주 힐링사커 아레나 야외풋살장,경기도 남양주시 오남읍 양지리 549-1,경기도,남양주시,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
355,광명 로꼬풋살스타디움 실내구장,경기도 광명시 일직로 17 6층 광명 롯데몰,경기도,광명시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
356,화성풋살파크 야외 B구장,경기도 화성시 향남읍 하길리 616,경기도,화성시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
357,용인 남곡유나이티드 실내풋살장,경기도 용인시 처인구 남사읍 산정로 51-24,경기도,용인시,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
358,김포 PnC 풋살파크 B구장,경기도 김포시 양촌읍 구래리 681-34,경기도,김포시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
359,김포 PnC 풋살파크 C구장,경기도 김포시 양촌읍 구래리 681-34,경기도,김포시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
360,김포 퍼스트 실내풋살장,경기도 김포시 양촌읍 김포한강4로 278번길 31,경기도,김포시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
361,경기광주 US풋살파크 B구장,경기도 광주시 남한산성면 엄미리 50-2,경기도,광주시,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
362,안양 SNFC 야외풋살장 B면,경기도 안양시 만안구 안양로329번길 107 옥상층,경기도,안양시,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
363,신안산풋살파크 B면,경기도 안산시 단원구 신안산대학로 135,경기도,안산시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
364,신안산풋살파크 C면,경기도 안산시 단원구 신안산대학로 135,경기도,안산시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
365,신안산풋살파크 D면,경기도 안산시 단원구 신안산대학로 135,경기도,안산시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
366,양주 제이축구아카데미 야외풋살장 B면,경기도 양주시 평화로 1181,경기도,양주시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
367,양주 제이축구아카데미 야외풋살장 C면,경기도 양주시 평화로 1181,경기도,양주시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
368,신안산풋살파크 축구A+B면,경기도 안산시 단원구 신안산대학로 135,경기도,안산시,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
369,고양 쌈바 풋볼파크 야외풋살장 왼쪽구장,경기도 고양시 덕양구 수역이길 42,경기도,고양시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
370,FC PJ 축구센터 실내풋살장,경기도 고양시 일산서구 덕이동 654-5,경기도,고양시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
371,김포 손승준축구클럽 야외풋살장,경기도 김포시 양촌읍 봉수대로1825번길 90-19,경기도,김포시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
372,김포 손승준축구클럽 실내풋살장,경기도 김포시 양촌읍 봉수대로1825번길 90-19,경기도,김포시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
373,김포 프라임 야외풋살장(석모리점),경기도 김포시 양촌읍 모산로13번길 60,경기도,김포시,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
374,김포 프라임 실내풋살장(석모리점),경기도 김포시 양촌읍 모산로13번길 60,경기도,김포시,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
375,용인 JJCLAN 드림파크 야외풋살장,경기도 용인시 기흥구 언동로 87,경기도,용인시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
376,광명 한양 풋살아레나,경기도 광명시 소하로81 아이플렉스빌딩 6층,경기도,광명시,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
377,풋살공간 세마역점,경기도 오산시 세교동 614 5층,경기도,오산시,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
378,의정부 스카이 풋살장,경기도 의정부시 둔야로12 4층,경기도,의정부시,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
379,안산 오르카 실내풋살장,경기도 안산시 상록구 본삼로11 빛나프라자 B1층,경기도,안산시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
380,안산 솔레아스 실내풋살장,경기도 안산시 단원구 광덕대로 161 6층,경기도,안산시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
381,용인 코오버풋볼파크 야외구장,경기도 용인시 처인구 성산로121번길 21,경기도,용인시,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
382,용인 코오버풋볼파크 실내구장,경기도 용인시 처인구 성산로121번길 21,경기도,용인시,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
383,고촌 아라 실내풋살장 B구장,경기도 김포시 고촌읍 신곡리 762-1,경기도,김포시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
384,경기광주 성남FC광주점 실내풋살장,경기도 광주시 쌍령동 247,경기도,광주시,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
385,남양주 유스풋볼 야외풋살장,경기도 남양주시 호평동 33-11,경기도,남양주시,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
386,남양주 유스풋볼 실내풋살장,경기도 남양주시 호평동 33-11,경기도,남양주시,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
387,고양 KPT 실내풋살장,경기도 고양시 일산서구 미래로 184,경기도,고양시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
388,용인 라온주니어 야외풋살장,경기도 용인시 기흥구 지곡동 601-10,경기도,용인시,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
389,신안산풋살파크 스페셜구장,경기도 안산시 단원구 신안산대학로 135,경기도,안산시,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1
390,남양주 리우풋볼 야외풋살장,경기도 남양주시 와부읍 고래산로45,경기도,남양주시,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
391,수원 라호 실내풋살장,경기도 수원시 장안구 장안로61-1 2층,경기도,수원시,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
392,광명 하프타임 실내풋살장,경기도 광명시 도덕공원로 27 드림빌딩 B1층,경기도,광명시,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
393,과천 그릿 실내풋살장 2호점,경기도 과천시 문원동 사기막1길 24,경기도,과천시,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1
394,경기광주 더원 풋살파크,경기도 광주시 초월읍 산이리 3-18,경기도,광주시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
395,의정부 어썸 실내풋살장,경기도 의정부시 용민로 483 보광프라자 5층,경기도,의정부시,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
396,김포 유캔 풋살장,경기도 김포시 양촌읍 양곡리 380-5,경기도,김포시,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
397,양주 TJ 풋살파크,경기도 양주시 마전동 33-13,경기도,양주시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
398,수원 노총스포츠파크 야외풋살장 A구장,경기도 수원시 권선구 호매실로 46-16,경기도,수원시,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
399,수원 더베스트 야외풋살장,경기도 수원시 팔달구 세지로182 DS빌딩 옥상층,경기도,수원시,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
400,수원 더베스트 실내풋살장,경기도 수원시 팔달구 세지로182 DS빌딩 4층,경기도,수원시,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
401,일산 솔레아스 실내풋살장,경기도 고양시 일산동구 약산길2 5층,경기도,고양시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
402,의정부 도봉산 호원풋살장 B구장,경기도 의정부시 호원동 168-11,경기도,의정부시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
403,일산 프리미어 실내풋살장 A구장,경기도 고양시 일산서구 일산로 555 뉴타운상가 B1층,경기도,고양시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
404,성남 반세르 트레이닝존,경기도 성남시 수정구 복정로87 지하1층,경기도,성남시,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
405,일산 JFC 실내풋살장,경기도 고양시 일산동구 일산로 196 대길프라자 지하1층,경기도,고양시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
406,파주 JM 풋볼파크 야외풋살장,경기도 파주시 조리읍 대원리 257 7동,경기도,파주시,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1
407,고촌 태리 실내풋살장,경기도 김포시 고촌읍 태리로190번길 80-20 가동,경기도,김포시,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
408,용인 실내풋살장 YFC,경기도 용인시 처인구 명지로227,경기도,용인시,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
409,남양주 DK 야외풋살장 A구장,경기도 남양주시 오남읍 양지리 625-2 ,경기도,남양주시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
410,남양주 DK 야외풋살장 B구장 ,경기도 남양주시 오남읍 양지리 625-2 ,경기도,남양주시,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
411,군포 퍼스트 챔피언스파크 실내풋살장,"경기도 군포시 산본로432번길 7, 산본동 드림센터",경기도,군포시,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
412,군포 퍼스트 1층 블리스필드 트레이닝존,"경기도 군포시 산본로432번길 7,산본동 드림센터",경기도,군포시,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
413,군포 퍼스트 2층 드림필드 트레이닝존,"경기도 군포시 산본로432번길 7,산본동 드림센터",경기도,군포시,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
414,동탄 PEC 1호점 야외풋살장 1구장,경기도 오산시 북삼미로 259-24,경기도,오산시,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
415,시흥 H풋볼 실내풋살장,경기도 시흥시 정왕동 1728-9 3층,경기도,시흥시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
416,고양 프레이즈 삼송점 실내풋살장,경기도 고양시 덕양구 도래울로 104 8층,경기도,고양시,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
417,고양 프레이즈 향동점 실내풋살장,경기도 고양시 덕양구 향기로115 봄프라자 408호,경기도,고양시,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
418,시흥 드림 야외풋살장 B구장,경기도 시흥시 금이동 56-7,경기도,시흥시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
419,시흥 풋볼아이 풋살파크 B구장,경기도 시흥시 뒷방울길 64-11,경기도,시흥시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
420,시흥 풋볼아이 풋살파크 C구장,경기도 시흥시 뒷방울길 64-11,경기도,시흥시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
421,시흥 풋볼아이 풋살파크 D구장,경기도 시흥시 뒷방울길 64-11,경기도,시흥시,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
